,CompanyName,Detail,RocketStatus,MissionCost,MissionStatus,DateTime,Match,Location,Latitude,Longitude,SpacePort,Country,Owner,Year
0,AEB,VLS-1 | SACI-2,StatusActive,,Failure,1999-12-11 19:40:00+00:00,0,"Alcântara Space Center, Maranhão, Brazil",-2.339444,-44.4175,Alcântara Space Center, Brazil, Brazil,1999
1,AEB,VLS-1 | SCD-2A,StatusActive,,Failure,1997-11-02 00:00:00+00:00,0,"Alcântara Space Center, Maranhão, Brazil",-2.339444,-44.4175,Alcântara Space Center, Brazil, Brazil,1997
2,AEB,"VLS-1 | SATEC, UNOSAT",StatusActive,,Prelaunch Failure,2003-08-25 00:00:00+00:00,0,"Alcântara Space Center, Maranhão, Brazil",-2.339444,-44.4175,Alcântara Space Center, Brazil, Brazil,2003
3,RVSN USSR,Voskhod | Cosmos 817,StatusRetired,,Success,1976-05-05 07:50:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1976
4,RVSN USSR,Voskhod | Zenit-2M n†­22,StatusRetired,,Failure,1971-08-19 06:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
5,RVSN USSR,Proton K/Block D | Luna-18,StatusRetired,,Success,1971-09-02 13:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
6,Roscosmos,Zenit-2 FG | Fobos-Grunt & Yinghuo 1,StatusActive,,Success,2011-11-08 20:16:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2011
7,RVSN USSR,Voskhod | Cosmos 441,StatusRetired,,Success,1971-09-28 07:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
8,RVSN USSR,Proton K/Block D | Luna-19,StatusRetired,,Success,1971-09-28 10:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
9,RVSN USSR,Voskhod | Cosmos 452,StatusRetired,,Success,1971-10-14 09:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
10,RVSN USSR,Voskhod | Intercosmos-6,StatusRetired,,Success,1972-04-07 00:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
11,Land Launch,Zenit-3 SLB | Intelsat 18,StatusActive,,Success,2011-10-05 21:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2011
12,RVSN USSR,Voskhod | Cosmos 463,StatusRetired,,Success,1971-12-06 09:50:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
13,RVSN USSR,Voskhod | Cosmos 466,StatusRetired,,Success,1971-12-16 09:39:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
14,RVSN USSR,Tsyklon-2 | Cosmos 469,StatusRetired,,Success,1971-12-25 11:29:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
15,Roscosmos,Zenit-3 SLBF | Spektr-R,StatusActive,,Success,2011-07-18 02:31:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2011
16,RVSN USSR,Voskhod | Cosmos 471,StatusRetired,,Success,1972-01-12 09:59:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
17,RVSN USSR,Voskhod | Cosmos 473,StatusRetired,,Success,1972-02-03 08:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
18,RVSN USSR,Proton K/Block D | Luna-20,StatusRetired,,Success,1972-02-14 03:27:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
19,RVSN USSR,Voskhod | Cosmos 474,StatusRetired,,Success,1972-02-16 09:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
20,RVSN USSR,Tsyklon-2 | Cosmos 462,StatusRetired,,Success,1971-12-03 13:19:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
21,RVSN USSR,Sputnik 8K71PS | Sputnik-1,StatusRetired,,Success,1957-10-04 19:28:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1957
22,RVSN USSR,Molniya-M /Block NVL | Cosmos 482,StatusRetired,,Partial Failure,1972-03-31 04:02:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
23,RVSN USSR,Molniya-M /Block SO-L | Prognoz n†­1,StatusRetired,,Success,1972-04-12 00:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
24,RVSN USSR,Soyuz L | Cosmos 398 (T2K Lunar Lander),StatusRetired,,Success,1971-02-26 05:06:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
25,RVSN USSR,Voskhod | Cosmos 493,StatusRetired,,Success,1972-06-21 06:25:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
26,RVSN USSR,Molniya-M /Block SO-L | Prognoz n†­2,StatusRetired,,Success,1972-06-29 00:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
27,RVSN USSR,Voskhod | Cosmos 432,StatusRetired,,Success,1971-08-05 10:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
28,RVSN USSR,Voskhod | Cosmos 431,StatusRetired,,Success,1971-07-30 08:29:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
29,RVSN USSR,Voskhod | Cosmos 429,StatusRetired,,Success,1971-07-20 10:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
30,RVSN USSR,N1-L3 | 6L (Test flight),StatusRetired,,Failure,1971-06-26 23:15:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
31,RVSN USSR,Tsyklon-2 | Cosmos 374,StatusRetired,,Success,1970-10-23 04:42:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
32,RVSN USSR,Voskhod | Cosmos 491,StatusRetired,,Success,1972-05-25 06:35:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
33,RVSN USSR,Voskhod | Cosmos 399,StatusRetired,,Success,1971-03-03 09:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
34,RVSN USSR,Tsyklon-2 | Cosmos 375,StatusRetired,,Success,1970-10-30 02:36:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
35,RVSN USSR,Soyuz L | Cosmos 379 (T2K Lunar Lander),StatusRetired,,Success,1970-11-24 05:15:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
36,RVSN USSR,Proton K/Block D | Cosmos 382 (L1E),StatusRetired,,Success,1970-12-02 17:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
37,RVSN USSR,Voskhod | Cosmos 386,StatusRetired,,Success,1970-12-15 10:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
38,RVSN USSR,Molniya-M /Block L | Molniya-1 n†­22,StatusRetired,,Success,1970-12-25 03:50:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
39,RVSN USSR,Voskhod | Cosmos 390,StatusRetired,,Success,1971-01-12 09:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
40,RVSN USSR,Voskhod | Cosmos 392,StatusRetired,,Success,1971-01-21 08:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
41,RVSN USSR,Tsyklon-2 | Cosmos 397,StatusRetired,,Success,1971-02-25 11:11:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
42,RVSN USSR,Proton K/Block D | Luna-17,StatusRetired,,Success,1970-11-10 14:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
43,RVSN USSR,Voskhod | Cosmos 377,StatusRetired,,Success,1970-11-11 09:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
44,RVSN USSR,Tsyklon-2 | Cosmos 404,StatusRetired,,Success,1971-03-04 14:27:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
45,RVSN USSR,Tsyklon-2 | Cosmos 402,StatusRetired,,Success,1971-04-01 11:29:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
46,RVSN USSR,Soyuz U | Cosmos 652,StatusRetired,,Success,1974-05-15 08:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
47,RVSN USSR,Soyuz | Soyuz 10,StatusRetired,,Success,1971-04-22 23:54:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
48,RVSN USSR,Voskhod | Cosmos 410,StatusRetired,,Success,1971-05-06 06:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
49,RVSN USSR,Proton K/Block D | Cosmos 419,StatusRetired,,Success,1971-05-10 16:58:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
50,RVSN USSR,Voskhod | Cosmos 420,StatusRetired,,Success,1971-05-18 08:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
51,RVSN USSR,Proton K/Block D | Mars-2,StatusRetired,,Success,1971-05-19 16:22:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
52,RVSN USSR,Proton K/Block D | Mars-3,StatusRetired,,Success,1971-05-28 15:26:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
53,RVSN USSR,Soyuz | Soyuz 11,StatusRetired,,Success,1971-06-06 04:55:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
54,RVSN USSR,Soyuz L | Cosmos 434 (T2K Lunar Lander),StatusRetired,,Success,1971-06-12 05:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
55,RVSN USSR,Proton K | Saliout-1,StatusRetired,,Success,1971-04-19 01:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
56,RVSN USSR,Voskhod | Cosmos 428,StatusRetired,,Success,1971-06-24 07:59:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1971
57,Roscosmos,Zenit-3 SLBF | Elektro-L n†­1,StatusActive,,Success,2011-01-20 12:29:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2011
58,RVSN USSR,Voskhod | Cosmos 499,StatusRetired,,Success,1972-07-06 10:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
59,RVSN USSR,Proton K/Block D | DOS-2,StatusRetired,,Failure,1972-07-29 03:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
60,RVSN USSR,Tsyklon-2 | Cosmos 626,StatusRetired,,Success,1973-12-27 20:19:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
61,RVSN USSR,Soyuz | Cosmos 613,StatusRetired,,Success,1974-01-29 05:29:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
62,RVSN USSR,Voskhod | Cosmos 632,StatusRetired,,Success,1974-02-12 08:56:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
63,Kosmotras,Dnepr | DubaiSat 1 & Others,StatusRetired,29.0 ,Success,2009-07-29 18:46:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2009
64,RVSN USSR,Proton K/Block D | Zond,StatusRetired,,Failure,1969-01-20 04:14:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1969
65,RVSN USSR,Soyuz | Cosmos 496,StatusRetired,,Success,1972-07-02 07:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
66,RVSN USSR,Voskhod | Cosmos 492,StatusRetired,,Success,1972-06-09 06:59:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
67,RVSN USSR,Proton K/Block-DM | Cosmos 637,StatusRetired,,Success,1974-03-26 13:35:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
68,RVSN USSR,Voskhod | Zenit-4MK n†­23,StatusRetired,,Failure,1974-04-12 08:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
69,Land Launch,Zenit-3 SLB | MEASAT 3a,StatusActive,,Success,2009-06-21 21:50:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2009
70,RVSN USSR,Tsyklon-2 | Cosmos 654,StatusRetired,,Success,1974-05-17 06:53:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
71,RVSN USSR,Soyuz | Cosmos 656,StatusRetired,,Success,1974-05-27 07:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
72,RVSN USSR,Proton K/Block D | Luna-22,StatusRetired,,Success,1974-05-29 08:56:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
73,RVSN USSR,Voskhod | Cosmos 658,StatusRetired,,Success,1974-06-06 06:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
74,RVSN USSR,Soyuz | Soyuz 14,StatusRetired,,Success,1974-07-03 18:51:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
75,RVSN USSR,Voskhod | Cosmos 667,StatusRetired,,Success,1974-07-25 07:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
76,RVSN USSR,Tsyklon-2 | Cosmos 651,StatusRetired,,Success,1974-05-15 07:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
77,RVSN USSR,Soyuz U | Cosmos 638,StatusRetired,,Success,1974-04-03 07:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
78,RVSN USSR,Soyuz U | Cosmos 670,StatusRetired,,Success,1974-08-06 00:02:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
79,RVSN USSR,Soyuz | Soyuz 15,StatusRetired,,Success,1974-08-28 20:10:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
80,RVSN USSR,Voskhod | Cosmos 674,StatusRetired,,Success,1974-08-29 07:39:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
81,RVSN USSR,Voskhod | Cosmos 685,StatusRetired,,Success,1974-09-20 09:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
82,RVSN USSR,Soyuz U | Cosmos 691,StatusRetired,,Success,1974-10-25 09:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
83,RVSN USSR,Soyuz U | Soyuz 16,StatusRetired,,Success,1974-12-02 09:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
84,RVSN USSR,Soyuz | Soyuz 13,StatusRetired,,Success,1973-12-18 11:55:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
85,RVSN USSR,Proton K/Block D | Zond-8,StatusRetired,,Success,1970-10-20 19:55:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
86,RVSN USSR,Soyuz U | Cosmos 672,StatusRetired,,Success,1974-08-12 00:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
87,Land Launch,Zenit-3 SLB | Telstar-11N,StatusActive,,Success,2009-02-26 08:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2009
88,RVSN USSR,Voskhod | Cosmos 609,StatusRetired,,Success,1973-11-21 10:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
89,RVSN USSR,Voskhod | Cosmos 599,StatusRetired,,Success,1973-10-15 08:45:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
90,RVSN USSR,Voskhod | Cosmos 513,StatusRetired,,Success,1972-08-02 08:15:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
91,RVSN USSR,Voskhod | Cosmos 519,StatusRetired,,Success,1972-09-16 08:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
92,RVSN USSR,N1-L3 | 7L (Soyuz 7K-LOK No.1),StatusRetired,,Failure,1972-11-23 06:11:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
93,RVSN USSR,Voskhod | Cosmos 537,StatusRetired,,Success,1972-11-25 09:10:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
94,RVSN USSR,Molniya-M /Block L | Molniya-1 n†­30,StatusRetired,,Success,1972-12-02 04:39:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
95,RVSN USSR,Voskhod | Cosmos 543,StatusRetired,,Success,1973-01-11 10:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
96,RVSN USSR,Voskhod | Cosmos 547,StatusRetired,,Success,1973-02-01 08:30:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
97,RVSN USSR,Molniya-M /Block L | Molniya-1 n†­32,StatusRetired,,Success,1973-02-03 05:48:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
98,RVSN USSR,Voskhod | Cosmos 581,StatusRetired,,Success,1973-08-24 10:59:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
99,RVSN USSR,Voskhod | Cosmos 517,StatusRetired,,Success,1972-08-30 08:19:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
100,Kosmotras,Dnepr | TanDEM-X,StatusRetired,29.0 ,Success,2010-06-21 02:14:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2010
101,RVSN USSR,Proton K | Saliout-2,StatusRetired,,Success,1973-04-03 09:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
102,RVSN USSR,Tsyklon-2 | Cosmos 556,StatusRetired,,Failure,1973-04-25 09:10:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
103,Roscosmos,Soyuz U | Progress M-05M,StatusRetired,,Success,2010-04-28 17:15:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2010
104,RVSN USSR,Voskhod | Cosmos 572,StatusRetired,,Success,1973-06-10 10:10:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
105,Kosmotras,Dnepr | CryoSat-2,StatusRetired,29.0 ,Success,2010-04-08 13:57:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2010
106,Roscosmos,Soyuz FG | Soyuz TMA-18,StatusRetired,,Success,2010-04-02 04:04:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2010
107,RVSN USSR,Soyuz | Cosmos 573,StatusRetired,,Success,1973-06-15 06:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
108,RVSN USSR,Molniya-M /Block SO-L | Prognoz n†­3,StatusRetired,,Success,1973-02-15 00:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
109,RVSN USSR,Voskhod | Cosmos 551,StatusRetired,,Success,1973-03-06 09:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
110,RVSN USSR,Tsyklon-2 | Cosmos 516,StatusRetired,,Success,1972-08-21 10:36:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1972
111,Roscosmos,Soyuz U | Soyuz-U,StatusRetired,,Success,2010-02-03 03:45:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2010
112,RVSN USSR,Molniya-M /Block L | Molniya-1 n†­14,StatusRetired,,Success,1968-10-05 00:32:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1968
113,RVSN USSR,Molniya-M /Block L | Molniya-1 n†­37,StatusRetired,,Success,1973-11-14 20:40:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1973
114,RVSN USSR,Tsyklon-2 | Cosmos 373,StatusRetired,,Success,1970-10-20 05:38:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
115,RVSN USSR,Voskhod | Cosmos 370,StatusRetired,,Success,1970-10-09 11:04:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1970
116,RVSN USSR,Tsyklon-2 | Cosmos 699,StatusRetired,,Success,1974-12-24 11:00:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1974
117,RVSN USSR,Molniya-M /Block L | Molniya-1 n†­13,StatusRetired,,Success,1968-07-05 15:25:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,1968
118,ILS,Proton-M/Briz-M | Eutelsat 9B,StatusActive,65.0 ,Success,2016-01-29 22:20:00+00:00,1,"Baikonur Cosmodrome, Kazakhstan, Russia",46.033611,63.028889,Baikonur Cosmodrome, Russia, Russia,2016
